Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments
401,WA,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,916.2,54
402,OH,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,0,9209.96,49
403,TX,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,16016.58,668
404,CA,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Hematology-Oncology,0,3206.2,169
405,GA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2021.45,140
406,UT,Allopathic & Osteopathic Physicians|Urology,0,1871.75,111
408,GA,Allopathic & Osteopathic Physicians|Internal Medicine,0,927.97,64
409,WA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,0,119426.19,158
410,NJ,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,0,1279.96,82
411,CA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,13788.13,359
413,TX,Dental Providers|Dentist|Periodontics,0,4022,137
414,NC,Dental Providers|Dentist|Endodontics,0,1832.53,25
415,MO,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,26857.96,824
416,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,6904.9,501
417,GA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2208.33,110
418,MO,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,6994.44,547
420,WI,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,29865.51,205
421,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,4989.54,315
422,TX,Allopathic & Osteopathic Physicians|Surgery,0,3330.19,38
423,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,52252.12,225
424,CA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,33129.25,235
425,CT,Allopathic & Osteopathic Physicians|Internal Medicine,0,9552.22,519
426,CA,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,2021.84,102
427,CO,Eye and Vision Services Providers|Optometrist,0,30124.920000000002,177
429,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1384.74,16
430,NY,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,641520.73,2192
431,NY,Allopathic & Osteopathic Physicians|Family Medicine,0,9569.27,200
432,WV,Allopathic & Osteopathic Physicians|Ophthalmology,0,1083.4,17
433,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,20429.81,150
434,MI,Allopathic & Osteopathic Physicians|Urology,0,10080.96,246
435,MA,Dental Providers|Dentist|Periodontics,0,5963.52,31
436,OH,Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,0,978.26,77
437,NE,Allopathic & Osteopathic Physicians|Family Medicine,0,4241.44,337
439,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,5522.25,260
440,GA,Allopathic & Osteopathic Physicians|Urology,1,3757.42,217
443,IN,Allopathic & Osteopathic Physicians|Allergy & Immunology,0,605.01,41
444,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,657.17,34
446,TN,Allopathic & Osteopathic Physicians|Pediatrics,0,1423.01,80
447,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,3946.39,267
448,TX,Allopathic & Osteopathic Physicians|Dermatology,0,84474.72,515
449,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,6189.55,428
450,OH,Allopathic & Osteopathic Physicians|Pediatrics,0,538,16
453,LA,Allopathic & Osteopathic Physicians|Internal Medicine,0,3560.62,177
454,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Maternal & Fetal Medicine,0,544.34,20
456,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,6756.42,460
457,PR,Allopathic & Osteopathic Physicians|Internal Medicine,0,18259,346
458,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,8472.19,106
459,IN,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,131676.39,149
460,FL,Dental Providers|Dentist,0,10764.25,38
461,PR,Allopathic & Osteopathic Physicians|Anesthesiology,0,4783.25,51
462,FL,Allopathic & Osteopathic Physicians|Pediatrics,0,760.7,45
463,MS,Allopathic & Osteopathic Physicians|Internal Medicine,0,769.99,39
464,TX,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,9413.08,47
465,CA,Eye and Vision Services Providers|Optometrist,0,6837.18,102
466,NM,Allopathic & Osteopathic Physicians|Internal Medicine,0,2358.4900000000002,156
467,DE,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,11094.62,91
468,WA,Allopathic & Osteopathic Physicians|Dermatology,0,4316.07,221
469,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,2053.56,111
471,LA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,2327.48,38
472,MI,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,1909.99,12
474,AZ,Allopathic & Osteopathic Physicians|Pediatrics,0,2313.12,127
475,AZ,Eye and Vision Services Providers|Optometrist,0,1977.04,70
478,NH,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,19544.02,166
480,FL,Dental Providers|Dentist|Periodontics,0,1881.67,47
482,TX,Eye and Vision Services Providers|Optometrist,0,982.92,40
483,FL,Allopathic & Osteopathic Physicians|Urology,0,3614.28,185
484,FL,Allopathic & Osteopathic Physicians|Otolaryngology,0,3992.7000000000003,84
486,OH,Allopathic & Osteopathic Physicians|Surgery,0,3423.51,70
487,VA,Allopathic & Osteopathic Physicians|General Practice,0,3810.16,237
488,TN,Allopathic & Osteopathic Physicians|Plastic Surgery,0,21216.58,140
489,CA,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,18129.52,124
490,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3738.47,235
491,NC,Allopathic & Osteopathic Physicians|Urology,0,18820.99,59
492,MO,Allopathic & Osteopathic Physicians|Internal Medicine,0,6998.09,537
493,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,1705.38,159
495,NY,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot Surgery,0,837.74,49
496,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Child & Adolescent Psychiatry,0,1929.79,128
497,OH,Eye and Vision Services Providers|Optometrist,0,2966.87,60
498,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,119127.39,357
500,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,2198.22,106
501,OH,Dental Providers|Dentist|General Practice,0,5016.81,37
502,IL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2345.95,77
504,FL,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,0,2690.7,133
505,AL,Allopathic & Osteopathic Physicians|Family Medicine,0,855.51,41
506,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,3316.37,122
507,MI,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Adult Reconstructive Orthopaedic Surgery,0,11489.85,64
509,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,1175.41,42
510,TX,Eye and Vision Services Providers|Optometrist,0,1589.17,26
511,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,7552.26,195
512,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2530.68,132
513,MO,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,0,6122.53,114
514,ME,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,0,359.69,20
515,GA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3355.57,157
516,MO,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3536.69,33
517,NJ,Eye and Vision Services Providers|Optometrist,0,2816.87,85
519,NC,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3477.38,116
520,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,2178.19,128
521,FL,Dental Providers|Dentist|Periodontics,0,1232.48,32
522,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,13623.92,550
523,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,15092.28,502
525,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,1269.6,87
526,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,9567.38,194
527,RI,Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,0,3973.98,101
528,TX,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,0,11777.47,42
529,MD,Allopathic & Osteopathic Physicians|Urology,0,6308.57,205
530,MO,Allopathic & Osteopathic Physicians|Urology|Pediatric Urology,0,55988.27,65
531,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,1518.58,72
533,PA,Eye and Vision Services Providers|Optometrist,0,1519.85,74
534,CO,Eye and Vision Services Providers|Optometrist,0,1366.28,40
535,ID,Allopathic & Osteopathic Physicians|Family Medicine,0,1176.02,106
536,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,8458.49,467
537,VA,Allopathic & Osteopathic Physicians|Family Medicine,0,10218.9,564
543,TX,Allopathic & Osteopathic Physicians|Urology,0,4493.48,256
544,WA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,7605.53,91
545,FL,Eye and Vision Services Providers|Optometrist,0,1467.51,58
546,NH,Dental Providers|Dentist,0,2172.89,35
547,NY,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pain Medicine,0,23439.67,761
548,NV,Dental Providers|Dentist|General Practice,0,2065.85,51
550,CA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,12591.63,515
551,FL,Allopathic & Osteopathic Physicians|Ophthalmology,0,7085.910000000001,19
552,LA,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,0,25859.31,94
554,CO,Allopathic & Osteopathic Physicians|Dermatology,0,8664.58,467
555,MS,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,5363.1,87
557,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,4549.4800000000005,216
558,OR,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,132195.7,223
559,RI,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,558626.04,2614
560,OR,Eye and Vision Services Providers|Optometrist,0,1429.72,30
561,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,1,5093.07,405
563,MI,Dental Providers|Dentist|General Practice,0,566.7,16
564,CA,Allopathic & Osteopathic Physicians|Otolaryngology,0,1818.66,54
565,OH,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,1607.47,46
566,CA,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,1163.73,24
567,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,1852.2,62
568,NV,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,1901.92,52
569,NC,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,5568.04,26
570,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,173458.59,246
571,MI,Allopathic & Osteopathic Physicians|Internal Medicine,0,1522.19,96
572,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,28450.71,239
573,LA,Allopathic & Osteopathic Physicians|Family Medicine,0,5942.71,412
574,OR,Allopathic & Osteopathic Physicians|Internal Medicine,0,4058.31,259
576,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,1,182098.25,546
577,OH,Allopathic & Osteopathic Physicians|Ophthalmology,0,3058.3,64
578,NC,Allopathic & Osteopathic Physicians|Ophthalmology,0,1658.14,59
579,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,422.75,25
580,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,635.35,32
581,AK,Allopathic & Osteopathic Physicians|Urology,0,2918.14,91
582,AL,Allopathic & Osteopathic Physicians|Family Medicine,0,8800,965
583,NV,Eye and Vision Services Providers|Optometrist,0,17080.22,130
585,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,7258.48,72
586,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,971.84,59
587,NM,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,0,30881.28,109
588,IN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1502.12,98
589,WA,Allopathic & Osteopathic Physicians|Ophthalmology,0,3642.98,210
590,HI,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,6566.87,155
591,CA,Allopathic & Osteopathic Physicians|Surgery,0,2726.34,57
592,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,136532.3,1179
593,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2162.02,97
594,GA,Allopathic & Osteopathic Physicians|Surgery,0,21098.09,98
595,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,6233.67,372
596,MO,Allopathic & Osteopathic Physicians|Family Medicine,0,8165.19,705
597,OH,Allopathic & Osteopathic Physicians|Ophthalmology,0,4448.01,122
598,NY,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,2171.67,38
599,OH,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,0,6875.38,49
600,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,0,3297.81,40
601,AR,Allopathic & Osteopathic Physicians|Ophthalmology,0,688.7,33
602,OK,Dental Providers|Dentist,0,413.11,22
603,VA,Allopathic & Osteopathic Physicians|Ophthalmology,0,152.2,8
604,OH,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,1,7861.63,132
605,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,3813.19,208
606,WI,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,12867.07,1011
607,MI,Dental Providers|Dentist|General Practice,0,705.6,21
608,KY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,0,8611.64,72
609,NC,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,1,2221047.28,2329
611,CA,Allopathic & Osteopathic Physicians|Surgery|Trauma Surgery,0,2892.02,61
612,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Child & Adolescent Psychiatry,0,2971.21,194
614,VA,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,164052.25,937
615,AZ,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,3343.02,154
616,OR,Allopathic & Osteopathic Physicians|Neurological Surgery,0,5118.73,125
617,KS,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,36497.21,129
619,FL,Allopathic & Osteopathic Physicians|Pediatrics,0,5367.22,70
621,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,762.36,48
622,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,85725.54,74
623,OH,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,0,7450.39,18
624,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,17538.93,77
625,IN,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,123981.56,896
629,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,828.14,34
630,CA,Allopathic & Osteopathic Physicians|Ophthalmology,0,2109.37,80
631,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,4521.36,249
632,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,13807.01,24
633,OR,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,1865.99,73
634,MS,Allopathic & Osteopathic Physicians|Family Medicine,0,2173.45,121
635,AL,Allopathic & Osteopathic Physicians|Pediatrics,0,1149.03,72
638,MN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2327.53,34
639,NY,Allopathic & Osteopathic Physicians|Otolaryngology,0,1198.36,38
640,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,3748.4300000000003,31
641,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,36524.45,934
642,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,1620.86,104
644,MO,Allopathic & Osteopathic Physicians|Internal Medicine|Sleep Medicine,0,9061.98,603
645,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,8296.07,24
646,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,2702.08,199
647,KY,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,1920.75,61
648,OH,Allopathic & Osteopathic Physicians|Internal Medicine,0,11480.45,870
649,MD,Allopathic & Osteopathic Physicians|Plastic Surgery,0,38307.04,145
650,TX,Eye and Vision Services Providers|Optometrist,0,2568.51,83
651,FL,Allopathic & Osteopathic Physicians|Dermatology,0,9922.58,639
653,FL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,37211.78,384
654,MO,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,0,2087.63,141
657,WI,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,20259.44,89
658,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,6848.73,293
659,UT,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,0,95357.37,132
660,VA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,7590.03,48
662,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,6128.32,119
665,NJ,Allopathic & Osteopathic Physicians|Internal Medicine,0,1452.85,85
666,TX,Allopathic & Osteopathic Physicians|Ophthalmology,1,13918.36,198
667,OK,Allopathic & Osteopathic Physicians|Family Medicine,0,12212.15,722
668,TX,Allopathic & Osteopathic Physicians|Plastic Surgery,0,29219.55,218
669,CA,Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,0,5377.14,268
670,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,8947,100
672,NY,Allopathic & Osteopathic Physicians|Dermatology,0,10648.7,182
675,OH,Allopathic & Osteopathic Physicians|Otolaryngology,0,751.39,40
676,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1191.19,71
677,FL,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,5570.12,272
678,TX,Allopathic & Osteopathic Physicians|Hospitalist,0,917.3199999999999,58
681,NC,Allopathic & Osteopathic Physicians|Surgery,0,208208.35,370
682,FL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,1,4923.84,58
683,OH,Eye and Vision Services Providers|Optometrist,0,1306.27,76
684,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,2164.29,156
685,WA,Allopathic & Osteopathic Physicians|Family Medicine,0,789.87,36
686,NC,Eye and Vision Services Providers|Optometrist,0,7221.8,202
687,SD,Allopathic & Osteopathic Physicians|Dermatology,0,1011.4300000000001,31
688,KY,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,8575.19,612
689,NC,Allopathic & Osteopathic Physicians|Dermatology,0,2640.95,151
690,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,1,17057.73,233
691,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,1154.04,51
692,TX,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,147854.22,242
