Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments,nature,total_of_nature,range,number_of_payment_range
365,IN,Family Medicine,0,4844.1,356,Food and Beverage,4828.47,321.24,38
366,TX,Family Medicine,0,1059.05,55,Food and Beverage,1059.05,276.18,18
367,KS,Orthopaedic Surgery,0,6697.12,89,Travel and Lodging,3347.38,2235.9400000000005,23
368,WI,Internal Medicine,0,1081773.53,182,Royalty or License,990948.78,500304.73,20
369,SC,Pediatrics,0,905.45,61,Food and Beverage,905.45,126.07,9
370,HI,Internal Medicine,0,2824.14,44,Food and Beverage,2563.12,1647.6799999999998,26
371,TX,Obstetrics & Gynecology,0,1963.16,100,Food and Beverage,1838.16,435.53,21
373,MN,Dental Providers,0,3453.94,22,Gift,3182.73,3169.54,3
374,CA,Surgery,0,127413.01,194,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",71550,97240.08,89
377,CA,Dermatology,0,5401.64,61,Food and Beverage,5229.83,1375.99,15
378,TN,Orthopaedic Surgery,0,7653.58,70,Travel and Lodging,5494.09,4564.14,27
380,FL,Obstetrics & Gynecology,0,15618.84,74,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",13000,8809.23,30
381,NY,Orthopaedic Surgery,1,19325.19,168,Travel and Lodging,13114.4,4981.469999999999,39
384,KY,Obstetrics & Gynecology,0,6281,207,Food and Beverage,4732.86,879.55,36
386,GA,Ophthalmology,0,4109.49,127,Food and Beverage,3049.82,1094.05,17
388,CA,Internal Medicine,0,35710.28,299,Consulting Fee,22587.5,12884.01,69
389,MD,Eye and Vision Services Providers,0,2154.24,44,Food and Beverage,2102.73,409.99,7
390,FL,Otolaryngology,0,1482.14,50,Food and Beverage,1482.14,312.82,9
391,FL,Ophthalmology,0,4413.67,115,Food and Beverage,3229.77,1461.85,22
392,IN,Family Medicine,0,1677.58,140,Food and Beverage,1570.83,751.2,61
393,PA,Radiology,0,8088.12,63,Food and Beverage,6188.12,1931.7400000000002,10
394,CT,Psychiatry & Neurology,0,2892.66,181,Food and Beverage,2724.67,174.15999999999997,9
396,WV,Family Medicine,0,21124.55,1037,Food and Beverage,12290.33,5078.33,58
399,AL,Internal Medicine,0,4452.41,296,Food and Beverage,4180.99,264.39,12
401,WA,Internal Medicine,0,916.2,54,Food and Beverage,881.5,273.83,18
402,OH,Orthopaedic Surgery,0,9209.96,49,Education,6007.28,3318.58,15
403,TX,Psychiatry & Neurology,1,16016.58,668,Food and Beverage,12174.2,983.7799999999997,79
404,CA,Pediatrics,0,3206.2,169,Food and Beverage,2973.58,488.2,26
405,GA,Obstetrics & Gynecology,0,2021.45,140,Food and Beverage,1747.17,438.87,29
406,UT,Urology,0,1871.75,111,Food and Beverage,1777.58,200.2,10
408,GA,Internal Medicine,0,927.97,64,Food and Beverage,898.02,198.66,15
409,WA,Orthopaedic Surgery,0,119426.19,158,Consulting Fee,83650,28136.499999999996,31
410,NJ,Obstetrics & Gynecology,0,1279.96,82,Food and Beverage,1114.44,310.73,16
411,CA,Psychiatry & Neurology,0,13788.13,359,Food and Beverage,12225.1,2191.37,13
413,TX,Dental Providers,0,4022,137,Food and Beverage,3795.06,797.4099999999999,25
414,NC,Dental Providers,0,1832.53,25,Education,995,1319.4,5
415,MO,Internal Medicine,0,26857.96,824,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",12615.51,3722.55,109
416,MI,Family Medicine,0,6904.9,501,Food and Beverage,6780.9,1568.65,131
417,GA,Obstetrics & Gynecology,0,2208.33,110,Food and Beverage,1837.77,290.48,17
418,MO,Psychiatry & Neurology,0,6994.44,547,Food and Beverage,6903.26,1591.41,127
420,WI,Dental Providers,0,29865.51,205,Gift,27786.32,7494.829999999999,48
421,GA,Family Medicine,0,4989.54,315,Food and Beverage,4813.7,224.30999999999995,16
422,TX,Surgery,0,3330.19,38,Consulting Fee,1400,2392.7000000000003,11
423,VA,Internal Medicine,0,52252.12,225,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",22614.6,25512.05,44
424,CA,Orthopaedic Surgery,0,33129.25,235,Travel and Lodging,15593.08,9690.519999999999,23
425,CT,Internal Medicine,0,9552.22,519,Food and Beverage,9318.23,830.7800000000002,53
426,CA,Podiatric Medicine & Surgery Service Providers,0,2021.84,102,Food and Beverage,2021.84,295.98,14
427,CO,Eye and Vision Services Providers,0,30124.920000000002,177,Consulting Fee,7755,6080.22,17
429,CA,Obstetrics & Gynecology,0,1384.74,16,Food and Beverage,1259.74,337.93,3
430,NY,Internal Medicine,0,641520.73,2192,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",463870,81249.34999999999,170
431,NY,Family Medicine,0,9569.27,200,Food and Beverage,5249.72,1679,52
432,WV,Ophthalmology,0,1083.4,17,Food and Beverage,1083.4,233.5,5
433,IL,Internal Medicine,0,20429.81,150,Travel and Lodging,8753.39,4030.01,28
434,MI,Urology,0,10080.96,246,Food and Beverage,6091.3,3667.29,41
435,MA,Dental Providers,0,5963.52,31,Food and Beverage,3186.46,4549.79,8
436,OH,Otolaryngology,0,978.26,77,Food and Beverage,978.26,252.48999999999998,28
437,NE,Family Medicine,0,4241.44,337,Food and Beverage,3787.73,708.3400000000001,50
439,CA,Family Medicine,0,5522.25,260,Food and Beverage,5321.45,434.67999999999995,35
440,GA,Urology,1,3757.42,217,Food and Beverage,3376.53,365.76000000000005,15
443,IN,Allergy & Immunology,0,605.01,41,Food and Beverage,593.11,84.57000000000001,7
444,NY,Psychiatry & Neurology,0,657.17,34,Food and Beverage,558.81,109.07,8
446,TN,Pediatrics,0,1423.01,80,Food and Beverage,1423.01,83.11000000000001,3
447,FL,Family Medicine,0,3946.39,267,Food and Beverage,3941.68,692.82,35
448,TX,Dermatology,0,84474.72,515,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",27400,27816.34,81
449,TX,Family Medicine,0,6189.55,428,Food and Beverage,6170.26,307.2099999999999,21
450,OH,Pediatrics,0,538,16,Food and Beverage,538,208.42,5
453,LA,Internal Medicine,0,3560.62,177,Food and Beverage,3558.85,834.13,44
454,FL,Obstetrics & Gynecology,0,544.34,20,Education,272.54,202.4,4
456,TX,Internal Medicine,0,6756.42,460,Food and Beverage,6751.85,856.59,58
457,PR,Internal Medicine,0,18259,346,Consulting Fee,8145,6408.21,96
458,CA,Internal Medicine,0,8472.19,106,Food and Beverage,8345.07,932.46,12
459,IN,Orthopaedic Surgery,0,131676.39,149,Consulting Fee,103116.58,23911.610000000004,27
460,FL,Dental Providers,0,10764.25,38,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",7600,1331.8999999999999,4
461,PR,Anesthesiology,0,4783.25,51,Food and Beverage,2043.34,1964.67,17
462,FL,Pediatrics,0,760.7,45,Food and Beverage,760.7,106.64000000000001,8
463,MS,Internal Medicine,0,769.99,39,Food and Beverage,769.99,144.95,7
464,TX,Podiatric Medicine & Surgery Service Providers,0,9413.08,47,Education,4469,2248.75,15
465,CA,Eye and Vision Services Providers,0,6837.18,102,Food and Beverage,5320.66,2211,21
466,NM,Internal Medicine,0,2358.4900000000002,156,Food and Beverage,2328.5,320.37,20
467,DE,Obstetrics & Gynecology,0,11094.62,91,Consulting Fee,7481.25,4364.629999999999,16
468,WA,Dermatology,0,4316.07,221,Food and Beverage,3666.31,1067.3400000000001,71
469,CA,Family Medicine,0,2053.56,111,Food and Beverage,2043.04,418.84,18
471,LA,Psychiatry & Neurology,0,2327.48,38,Food and Beverage,1421.79,1070.8799999999999,11
472,MI,Orthopaedic Surgery,0,1909.99,12,Education,1738,1389.71,2
474,AZ,Pediatrics,0,2313.12,127,Food and Beverage,2268.02,310.99,12
475,AZ,Eye and Vision Services Providers,0,1977.04,70,Food and Beverage,1977.04,406.0300000000001,11
478,NH,Dental Providers,0,19544.02,166,Consulting Fee,7000,7153.219999999999,48
480,FL,Dental Providers,0,1881.67,47,Food and Beverage,1630.61,618.71,17
482,TX,Eye and Vision Services Providers,0,982.92,40,Food and Beverage,907.62,210.44000000000003,9
483,FL,Urology,0,3614.28,185,Food and Beverage,3442.1,1362.06,26
484,FL,Otolaryngology,0,3992.7000000000003,84,Travel and Lodging,2436.91,3131.86,34
486,OH,Surgery,0,3423.51,70,Travel and Lodging,1895.14,1141.82,13
487,VA,General Practice,0,3810.16,237,Food and Beverage,3636,520.79,34
488,TN,Plastic Surgery,0,21216.58,140,Gift,6579,7618.51,29
489,CA,Anesthesiology,0,18129.52,124,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",11712.72,9307.16,18
490,TX,Obstetrics & Gynecology,0,3738.47,235,Food and Beverage,3269.02,85.07999999999993,17
491,NC,Urology,0,18820.99,59,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",13000,8416.35,9
492,MO,Internal Medicine,0,6998.09,537,Food and Beverage,6819.76,1105.3199999999997,115
493,NY,Internal Medicine,0,1705.38,159,Food and Beverage,1705.38,878.11,97
495,NY,Podiatric Medicine & Surgery Service Providers,0,837.74,49,Food and Beverage,751.38,141.99,9
496,NY,Psychiatry & Neurology,0,1929.79,128,Food and Beverage,1922.89,771.8000000000001,55
497,OH,Eye and Vision Services Providers,0,2966.87,60,Food and Beverage,2616.69,744.8599999999999,13
498,TX,Internal Medicine,0,119127.39,357,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",89875,35005.6,73
500,OH,Internal Medicine,0,2198.22,106,Food and Beverage,2138.18,571.4000000000001,23
501,OH,Dental Providers,0,5016.81,37,Food and Beverage,2241.83,2606.34,8
502,IL,Obstetrics & Gynecology,0,2345.95,77,Food and Beverage,2345.95,502.10999999999996,18
504,FL,Physical Medicine & Rehabilitation,0,2690.7,133,Food and Beverage,1916.9,981.4599999999999,19
505,AL,Family Medicine,0,855.51,41,Food and Beverage,586.64,189.56,12
506,NY,Internal Medicine,0,3316.37,122,Food and Beverage,3309.8,751.3400000000001,22
507,MI,Orthopaedic Surgery,0,11489.85,64,Travel and Lodging,5991.8,3300.0099999999998,15
509,CA,Internal Medicine,0,1175.41,42,Food and Beverage,962.43,159.79000000000002,6
510,TX,Eye and Vision Services Providers,0,1589.17,26,Food and Beverage,1247.87,260.19000000000005,4
511,NY,Internal Medicine,0,7552.26,195,Food and Beverage,7499.05,1544.61,39
512,FL,Obstetrics & Gynecology,0,2530.68,132,Food and Beverage,2181.96,544.3900000000001,23
513,MO,Orthopaedic Surgery,0,6122.53,114,Food and Beverage,2534.3,2974.85,77
514,ME,Radiology,0,359.69,20,Food and Beverage,359.69,62.69,4
515,GA,Obstetrics & Gynecology,0,3355.57,157,Food and Beverage,2812.1,933.2900000000002,17
516,MO,Obstetrics & Gynecology,0,3536.69,33,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",2000,2136.55,7
517,NJ,Eye and Vision Services Providers,0,2816.87,85,Food and Beverage,2779.22,406.34,10
519,NC,Obstetrics & Gynecology,0,3477.38,116,Food and Beverage,2033.82,792.1,21
520,FL,Family Medicine,0,2178.19,128,Food and Beverage,2074.29,517.1899999999999,28
521,FL,Dental Providers,0,1232.48,32,Food and Beverage,1083.48,545.15,7
522,CA,Internal Medicine,0,13623.92,550,Food and Beverage,9310.28,1436.9800000000002,68
523,NY,Internal Medicine,0,15092.28,502,Food and Beverage,10598.69,1568.31,44
525,NY,Internal Medicine,0,1269.6,87,Food and Beverage,1269.6,233.64,17
526,TX,Internal Medicine,0,9567.38,194,Travel and Lodging,5028.95,2735.51,47
527,RI,Internal Medicine,0,3973.98,101,Food and Beverage,3898.94,596.8100000000001,14
528,TX,Colon & Rectal Surgery,0,11777.47,42,Education,8594.8,7113.24,24
529,MD,Urology,0,6308.57,205,Food and Beverage,5925.7300000000005,1805.64,60
530,MO,Urology,0,55988.27,65,Consulting Fee,34875,18921.159999999996,16
531,FL,Internal Medicine,0,1518.58,72,Food and Beverage,1448.58,535.18,32
533,PA,Eye and Vision Services Providers,0,1519.85,74,Food and Beverage,1455,511.77,13
534,CO,Eye and Vision Services Providers,0,1366.28,40,Food and Beverage,1366.28,200.82999999999996,6
535,ID,Family Medicine,0,1176.02,106,Food and Beverage,1163.52,385.51,42
536,FL,Internal Medicine,0,8458.49,467,Food and Beverage,8173.59,3814.6800000000003,187
537,VA,Family Medicine,0,10218.9,564,Food and Beverage,10031.89,3010.86,188
543,TX,Urology,0,4493.48,256,Food and Beverage,4279.55,587.5400000000001,30
544,WA,Internal Medicine,0,7605.53,91,Travel and Lodging,4522.48,3058.56,36
545,FL,Eye and Vision Services Providers,0,1467.51,58,Food and Beverage,1404.45,308.67,18
546,NH,Dental Providers,0,2172.89,35,Food and Beverage,1042.79,967.5,10
547,NY,Physical Medicine & Rehabilitation,0,23439.67,761,Food and Beverage,17919.84,4912.32,217
548,NV,Dental Providers,0,2065.85,51,Food and Beverage,1992.68,507.78,11
550,CA,Psychiatry & Neurology,1,12591.63,515,Food and Beverage,12231.48,1237.9999999999998,43
551,FL,Ophthalmology,0,7085.910000000001,19,Gift,6440.85,4119.93,4
552,LA,Colon & Rectal Surgery,0,25859.31,94,Consulting Fee,12382.869999999999,7371.1,20
554,CO,Dermatology,0,8664.58,467,Food and Beverage,8017.75,847.9100000000001,42
555,MS,Obstetrics & Gynecology,0,5363.1,87,Education,3000,4169.64,26
557,FL,Internal Medicine,0,4549.4800000000005,216,Food and Beverage,3421.09,1963.5300000000002,51
558,OR,Internal Medicine,0,132195.7,223,Honoraria,98625,53152.9,75
559,RI,Internal Medicine,0,558626.04,2614,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",343433.58,53708.23,107
560,OR,Eye and Vision Services Providers,0,1429.72,30,Food and Beverage,1026.3,328.71000000000004,6
561,GA,Internal Medicine,1,5093.07,405,Food and Beverage,4443.17,501.71,70
563,MI,Dental Providers,0,566.7,16,Food and Beverage,449.6,93.53999999999999,3
564,CA,Otolaryngology,0,1818.66,54,Food and Beverage,1690.26,413.4599999999999,5
565,OH,Orthopaedic Surgery,0,1607.47,46,Food and Beverage,1369.97,299.40000000000003,3
566,CA,Dental Providers,0,1163.73,24,Food and Beverage,1163.73,514.3,6
567,TX,Orthopaedic Surgery,0,1852.2,62,Food and Beverage,1852.2,570.1,11
568,NV,Internal Medicine,0,1901.92,52,Food and Beverage,1428.68,451.6,13
569,NC,Orthopaedic Surgery,0,5568.04,26,Food and Beverage,1994.23,3196.32,8
570,CA,Internal Medicine,0,173458.59,246,Consulting Fee,88941.96,36447.44,36
571,MI,Internal Medicine,0,1522.19,96,Food and Beverage,1437.24,544.7,37
572,VA,Internal Medicine,0,28450.71,239,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",14800,21737.660000000003,71
573,LA,Family Medicine,0,5942.71,412,Food and Beverage,4699.28,1094.28,104
574,OR,Internal Medicine,0,4058.31,259,Food and Beverage,4058.31,240.97999999999996,14
576,NY,Internal Medicine,1,182098.25,546,Consulting Fee,51890.25,33577.26,64
577,OH,Ophthalmology,0,3058.3,64,Food and Beverage,1520.65,373.82,13
578,NC,Ophthalmology,0,1658.14,59,Food and Beverage,1170.49,732.1,13
579,CA,Internal Medicine,0,422.75,25,Food and Beverage,422.75,92.51,5
580,FL,Internal Medicine,0,635.35,32,Food and Beverage,632.4,240.83,10
581,AK,Urology,0,2918.14,91,Food and Beverage,1985.87,652.76,20
582,AL,Family Medicine,0,8800,965,Food and Beverage,8720.5,1042.3600000000001,103
583,NV,Eye and Vision Services Providers,0,17080.22,130,Food and Beverage,6612.19,2389.64,11
585,FL,Obstetrics & Gynecology,0,7258.48,72,Education,6037.46,3058.98,4
586,CA,Internal Medicine,0,971.84,59,Food and Beverage,971.84,212.29000000000002,12
587,NM,Radiology,0,30881.28,109,Consulting Fee,17092.05,6951.689999999999,23
588,IN,Obstetrics & Gynecology,0,1502.12,98,Food and Beverage,1443.05,251.97000000000003,15
589,WA,Ophthalmology,0,3642.98,210,Food and Beverage,3567.68,567.61,48
590,HI,Internal Medicine,0,6566.87,155,Food and Beverage,6242.28,695.1400000000001,8
591,CA,Surgery,0,2726.34,57,Food and Beverage,1411.73,1593.0800000000002,17
592,NY,Internal Medicine,0,136532.3,1179,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",90014,54888.98,136
593,NY,Obstetrics & Gynecology,0,2162.02,97,Food and Beverage,1818.06,434.08,14
594,GA,Surgery,0,21098.09,98,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",9566.67,5241.99,24
595,NY,Psychiatry & Neurology,1,6233.67,372,Food and Beverage,5653.96,447.71000000000004,28
596,MO,Family Medicine,0,8165.19,705,Food and Beverage,8112.11,655.1199999999999,77
597,OH,Ophthalmology,0,4448.01,122,Food and Beverage,3116.41,1176.25,25
598,NY,Podiatric Medicine & Surgery Service Providers,0,2171.67,38,Food and Beverage,2142.27,338.81999999999994,4
599,OH,Colon & Rectal Surgery,0,6875.38,49,Travel and Lodging,3617.99,2457.5299999999997,10
600,FL,Obstetrics & Gynecology,0,3297.81,40,Food and Beverage,3291.96,579.2,8
601,AR,Ophthalmology,0,688.7,33,Food and Beverage,651.05,182.59,14
602,OK,Dental Providers,0,413.11,22,Food and Beverage,413.11,116.82000000000001,10
603,VA,Ophthalmology,0,152.2,8,Food and Beverage,137.2,20.430000000000003,1
604,OH,Radiology,1,7861.63,132,Food and Beverage,7451.47,1489.1999999999998,26
605,CA,Family Medicine,0,3813.19,208,Food and Beverage,3813.19,265.36,16
606,WI,Psychiatry & Neurology,0,12867.07,1011,Food and Beverage,12604.09,416.71000000000004,31
