Physician_ID;State;Primary_Specialty;total_payments;number_of_payments;top_nature;total_of_top_nature;range_count;range_total;top_company;pay_count;std;top_rpi;rpi_count;cash;services;stock;stock_opt;any_ownership;dividend;stock_or_other;top_fop;fop_count
156;TX;Internal Medicine;370785.4600000001;1203;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;305142.0;155;48718.560000000005;597;65;155.56815392688813;Yes;593;300.0;903.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;903
157;SD;Internal Medicine;23575.83000000001;68;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;15300.0;21;9944.099999999999;797;12;260.96671802802837;Yes;52;23.0;45.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;45
158;TN;Preventive Medicine;136251.0;84;Consulting Fee;114298.0;3;3290.75;428;1;;No;52;84.0;0.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;84
159;CA;Family Medicine;16264.889999999998;876;Food and Beverage;15989.979999999998;72;919.3699999999994;75;37;46.85676388799083;Yes;544;15.0;861.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;861
160;OH;Family Medicine;5115.179999999999;367;Food and Beverage;5079.469999999999;32;360.32000000000016;75;29;5.738025104507926;Yes;244;10.0;357.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;357
161;IL;Obstetrics & Gynecology;4112.13;43;Travel and Lodging;2046.0600000000002;11;2317.7400000000002;278;10;202.67438854668768;Covered;22;9.0;34.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;34
163;WI;Family Medicine;213405.92000000022;1730;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;117489.2;154;17216.240000000013;150;69;137.6613512710493;Yes;959;221.0;1509.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1509
164;CA;Ophthalmology;196482.60000000006;112;Consulting Fee;126982.0;20;69255.35999999999;883;13;2765.5510857283343;Covered;45;47.0;65.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;65
165;NJ;Internal Medicine;4673.579999999998;136;Food and Beverage;4556.86;31;1093.59;593;33;32.85599384022485;Covered;67;9.0;127.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;127
166;TX;Internal Medicine;1216.0399999999997;31;Food and Beverage;1216.0399999999997;6;546.91;197;13;40.37795884899634;Covered;16;7.0;24.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;24
167;NJ;Pediatrics;1283.5199999999995;68;Food and Beverage;1233.5199999999998;15;328.34000000000003;197;21;10.850663880022053;Yes;36;12.0;56.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;56
168;AR;Eye and Vision Services Providers;1160.58;60;Food and Beverage;1122.9299999999998;8;237.11;1393;12;3.5786230156716017;Yes;41;0.0;60.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;60
169;WI;Eye and Vision Services Providers;589.87;24;Food and Beverage;556.05;6;151.69000000000003;289;7;13.975569311994278;Yes;17;2.0;22.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;22
170;OH;Allergy & Immunology;46117.57000000001;247;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;28895.0;31;15569.140000000003;71;18;166.25627253767897;Yes;124;49.0;198.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;198
171;GA;Urology;3821.24;212;Food and Beverage;3340.0499999999984;37;726.0999999999999;69;28;12.911497848008592;Covered;108;14.0;198.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;198
172;CT;Internal Medicine;3020.4799999999996;269;Food and Beverage;3006.5899999999997;87;646.0400000000001;152;32;18.156201769345127;Covered;173;8.0;261.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;261
173;GA;Eye and Vision Services Providers;464.87;9;Food and Beverage;264.87;1;84.77;296;6;68.53772180339817;Yes;5;4.0;5.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;5
174;TX;Pediatrics;696.4399999999999;35;Food and Beverage;696.4399999999999;21;319.39;1324;12;27.000042632171088;Yes;30;2.0;33.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;33
175;OH;Internal Medicine;8634.969999999988;721;Food and Beverage;8546.329999999989;106;1466.56;123;36;3.7737766158247577;Yes;454;22.0;699.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;699
177;WA;Obstetrics & Gynecology;1603.2299999999998;34;Food and Beverage;1428.4599999999998;8;470.3300000000001;123;14;32.046066707304895;Yes;24;0.0;34.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;34
178;TN;Internal Medicine;10285.270000000015;810;Food and Beverage;10262.420000000015;56;1217.9099999999999;123;26;4.397763022913627;Yes;536;24.0;786.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;786
179;VA;Urology;14952.320000000002;540;Food and Beverage;8170.56999999999;51;7149.46;230;46;89.50744860591368;Yes;309;43.0;497.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;497
181;MD;Eye and Vision Services Providers;537.3199999999998;22;Food and Beverage;504.1799999999999;4;180.75;569;5;12.547149287565063;Yes;16;0.0;22.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;22
183;IN;Family Medicine;651.85;43;Food and Beverage;651.85;6;129.13;123;11;2.6185412683249556;Yes;23;7.0;36.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;36
184;CA;;43611.88999999997;163;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;20993.54;48;21702.29;569;14;186.2030312901949;Yes;130;63.0;100.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;100
188;PA;Internal Medicine;3123.460000000002;240;Food and Beverage;2972.320000000001;84;1090.67;18;23;18.860669304431287;Covered;145;5.0;235.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;235
190;VA;Internal Medicine;9684.55;610;Food and Beverage;9551.85;87;1347.9700000000003;147;42;7.240000220221233;Yes;466;60.0;550.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;550
191;NC;Urology;6967.239999999999;189;Food and Beverage;4313.419999999999;62;2398.51;1310;24;43.87596261197892;Covered;142;27.0;162.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;162
192;OH;Family Medicine;701.3199999999999;59;Food and Beverage;699.7499999999999;17;221.51;75;19;5.973311060133869;Covered;32;5.0;54.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;54
193;CA;Psychiatry & Neurology;1259.1300000000003;39;Food and Beverage;1186.6300000000003;18;378.18;16;8;40.731086134860924;Covered;27;13.0;26.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;26
194;NY;Orthopaedic Surgery;5377.150000000001;30;Food and Beverage;2522.82;6;2130.4;2117;8;131.16878894331967;Covered;15;8.0;22.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;22
195;TX;Thoracic Surgery (Cardiothoracic Vascular Surgery);26974.86;296;Food and Beverage;13040.790000000005;19;8385.910000000002;278;30;127.26304751705057;Yes;179;59.0;237.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;237
196;CT;Internal Medicine;2092.6600000000008;149;Food and Beverage;2064.9800000000005;19;197.85000000000008;74;22;9.215461448329096;Yes;96;5.0;144.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;144
197;KY;Internal Medicine;3608.9300000000003;150;Food and Beverage;3560.32;35;836.0799999999999;152;28;23.99010535172068;Covered;85;7.0;143.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;143
198;TX;Ophthalmology;9125.079999999994;154;Food and Beverage;7536.010000000001;23;1436.13;296;23;37.16880568996475;Yes;105;9.0;145.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;145
199;CA;Eye and Vision Services Providers;5223.43;86;Food and Beverage;3328.4;13;1404.6899999999996;289;19;44.194552882367866;Yes;53;7.0;79.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;79
200;MI;Surgery;1645.0999999999997;38;Food and Beverage;1056.3799999999997;10;300.76000000000005;369;16;45.584686904053925;Covered;22;9.0;29.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;29
201;NY;Urology;1549.36;61;Food and Beverage;1225.1499999999999;18;228.55;69;18;29.706150188000365;Yes;44;12.0;49.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;49
202;PA;Radiology;22704.12;39;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;20400.0;11;5431.24;190;5;364.5710267414675;Yes;27;22.0;17.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;22
203;WV;Pain Medicine;8591.28;208;Food and Beverage;6713.280000000007;25;1437.87;216;16;143.0871577367122;Yes;146;78.0;130.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;130
204;NC;Internal Medicine;1278.02;42;Food and Beverage;1267.8;9;218.1;174;21;38.71386195647053;Covered;27;4.0;38.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;38
205;MD;Dental Providers;672.5099999999999;24;Food and Beverage;460.93;4;174.04;535;12;20.65314554178617;Covered;10;10.0;14.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;14
206;TX;Surgery;13201.64;64;Travel and Lodging;6546.230000000001;21;7338.93;278;11;96.49817527366034;Yes;48;9.0;55.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;55
207;NE;Family Medicine;1606.7100000000007;179;Food and Beverage;1606.7100000000007;58;445.59999999999997;334;19;2.9617320679739967;Covered;92;3.0;176.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;176
208;CA;Internal Medicine;483235.1400000005;1194;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;282028.93;145;112532.92;18;61;261.7705894741213;Yes;647;282.0;912.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;912
209;NY;Otolaryngology;16687.990000000016;419;Food and Beverage;9412.819999999992;48;3745.7799999999997;130;21;33.097982999974725;Yes;300;105.0;314.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;314
210;TX;Internal Medicine;6951.439999999996;518;Food and Beverage;6146.659999999998;69;754.3999999999999;150;30;7.721761978628189;Yes;344;43.0;475.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;475
211;NY;Pediatrics;977.56;34;Food and Beverage;952.56;6;280.07;1257;14;31.436641909563093;Yes;21;15.0;19.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;19
212;NC;Orthopaedic Surgery;11759.61;79;Consulting Fee;4500.0;15;5563.749999999999;550;13;222.5114032380959;Yes;44;23.0;56.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;56
213;TX;Psychiatry & Neurology;242912.89999999988;223;Consulting Fee;126913.55;48;103995.51999999999;255;15;742.8629794093742;Yes;158;103.0;120.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;120
214;TX;;29220.900000000016;175;Gift;17905.0;8;8610.78;190;9;811.077525005273;Yes;104;10.0;165.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;165
215;NY;Psychiatry & Neurology;24183.420000000013;603;Food and Beverage;23203.46000000001;146;5545.649999999999;169;24;98.97122212896409;Yes;536;64.0;539.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;539
216;AZ;Internal Medicine;14930.88;146;Travel and Lodging;10276.349999999999;27;9567.730000000001;597;25;49.87458295422402;Yes;99;30.0;116.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;116
217;DC;Hospitalist;823.35;39;Food and Beverage;823.35;11;172.23;377;14;26.773435170310776;Covered;22;7.0;32.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;32
218;FL;Orthopaedic Surgery;27505.739999999987;345;Food and Beverage;11453.149999999998;79;7290.35;596;26;214.46955209132256;Yes;258;105.0;240.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;240
219;IN;Family Medicine;771.6199999999999;56;Food and Beverage;771.6199999999999;19;265.78000000000003;169;18;3.0667631995039284;Yes;43;2.0;54.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;54
220;TX;Family Medicine;299.17999999999995;13;Food and Beverage;299.17999999999995;3;40.900000000000006;597;9;26.07250912253066;Covered;8;0.0;13.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;13
221;CA;Anesthesiology;552.5;27;Food and Beverage;552.5;8;216.54;67;7;15.08941550481555;Covered;14;0.0;27.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;27
222;MD;Internal Medicine;603187.3499999993;790;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;334880.0;281;292870.43;147;36;487.8692389041149;Yes;708;288.0;502.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;502
225;NY;;8045.229999999999;387;Food and Beverage;7819.700000000001;15;840.0600000000002;123;39;13.669411382733012;Yes;224;11.0;376.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;376
226;IA;Family Medicine;3634.959999999999;326;Food and Beverage;3634.959999999999;52;552.4900000000002;75;30;3.1549733304737306;Yes;170;9.0;317.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;317
229;KY;Physical Medicine & Rehabilitation;4507.04;180;Food and Beverage;4507.04;27;548.9699999999998;1684;19;13.033846827877147;Yes;141;26.0;154.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;154
230;NY;Dental Providers;930.54;20;Food and Beverage;447.89000000000004;5;359.94000000000005;535;7;23.013601861052685;Yes;7;2.0;18.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;18
231;CA;Dermatology;1469.3500000000001;58;Food and Beverage;1433.3500000000001;10;159.97000000000003;589;16;26.134442808721765;Yes;27;1.0;57.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;57
232;MD;Podiatric Medicine & Surgery Service Providers;2314.7499999999995;110;Food and Beverage;2236.4799999999996;28;385.3100000000001;197;37;27.537866794994002;Covered;52;17.0;93.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;93
233;PA;Surgery;50940.13000000003;164;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;29000.0;47;33653.65;1277;13;140.5591933758572;Yes;125;107.0;57.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;107
234;FL;Internal Medicine;20612.070000000014;219;Food and Beverage;17735.67000000001;18;3239.8999999999996;47;22;31.870827669910124;Yes;130;14.0;205.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;205
235;VA;Obstetrics & Gynecology;3392.7999999999997;85;Food and Beverage;1523.5100000000004;42;2597.0699999999993;348;25;22.299978462533744;Covered;67;15.0;70.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;70
236;FL;Internal Medicine;16837.02999999999;962;Food and Beverage;16419.360000000004;95;1289.4500000000003;75;61;14.551263614079433;Yes;573;49.0;913.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;913
237;TX;Obstetrics & Gynecology;861.7399999999999;29;Food and Beverage;835.5400000000001;4;123.72;613;12;27.08714309712139;Yes;17;5.0;24.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;24
238;CA;Anesthesiology;685.1399999999999;29;Food and Beverage;685.1399999999999;4;63.03999999999999;520;6;20.89141996918152;Yes;15;0.0;29.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;29
239;MO;Obstetrics & Gynecology;1939.2199999999996;142;Food and Beverage;1939.2199999999996;27;342.54999999999995;60;10;8.274526697072677;Yes;79;61.0;81.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;81
241;CO;Dental Providers;6184.190000000001;74;Gift;4292.79;23;2476.12;856;10;687.5829574047939;Covered;48;42.0;32.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;42
242;PA;Surgery;3441.88;71;Food and Beverage;2540.5000000000005;10;878.5899999999999;278;9;24.6156210722987;Yes;37;10.0;61.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;61
244;PA;Internal Medicine;15257.22;950;Food and Beverage;13754.169999999978;148;2348.58;377;55;65.49502071981341;Yes;552;212.0;738.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;738
245;PA;Internal Medicine;9906.110000000006;794;Food and Beverage;9835.580000000005;84;1139.9;74;39;18.38651649165877;Yes;438;31.0;763.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;763
246;NC;Internal Medicine;1817.3400000000001;130;Food and Beverage;1807.3400000000001;18;335.74000000000007;152;26;3.7287564589099524;Covered;58;11.0;119.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;119
247;CA;;6720.029999999999;79;Food and Beverage;6720.029999999999;11;1021.74;152;22;27.538529378541664;Yes;45;2.0;77.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;77
248;AZ;Family Medicine;3420.229999999997;246;Food and Beverage;3168.0599999999977;73;903.8299999999999;242;39;10.97328890608527;Covered;135;16.0;230.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;230
249;OH;Surgery;4687.749999999999;75;Food and Beverage;4569.589999999999;12;747.5699999999999;757;19;38.322127972602765;Yes;35;13.0;62.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;62
250;UT;Anesthesiology;309.09999999999997;15;Food and Beverage;309.09999999999997;2;91.00000000000001;1;8;19.212708426439132;Yes;10;2.0;13.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;13
252;CO;Internal Medicine;43119.68999999998;383;Travel and Lodging;17154.77;79;7734.860000000001;597;29;52.08482607314411;Yes;280;35.0;348.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;348
253;WI;Dental Providers;301.67;9;Gift;250.01000000000005;1;28.190000000000005;9;3;6.0544349292832615;Yes;5;6.0;3.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;6
254;LA;Family Medicine;2760.3900000000003;134;Food and Beverage;2722.7400000000002;30;775.8900000000001;75;24;22.274460656848913;Covered;76;2.0;132.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;132
255;PA;Internal Medicine;2085.6100000000006;32;Food and Beverage;1532.5800000000002;6;578.9699999999999;521;12;48.46837279313173;Covered;17;8.0;24.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;24
256;NJ;Podiatric Medicine & Surgery Service Providers;2543.219999999998;118;Food and Beverage;2529.159999999998;38;651.3199999999999;700;36;24.429844296656466;Yes;87;43.0;75.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;75
258;MS;Internal Medicine;20849.739999999994;203;Travel and Lodging;12132.76;64;9210.95;597;36;99.71708622638096;Covered;139;74.0;129.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;129
259;PA;Internal Medicine;41298.14000000001;475;Grant;20000.0;143;24350.650000000005;597;25;28.608489277759038;Yes;421;26.0;449.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;449
260;CA;Ophthalmology;6151.58;53;Consulting Fee;3750.0;10;5272.06;859;12;1073.822570184327;Yes;31;12.0;41.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;41
261;TX;Internal Medicine;8755.829999999998;325;Food and Beverage;5500.76;93;3077.9600000000005;206;39;32.17459616150946;Yes;211;66.0;259.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;259
262;PA;Psychiatry & Neurology;1413.090000000001;74;Food and Beverage;1317.100000000001;7;65.68;169;15;3.6338461311056776;Yes;52;11.0;63.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;63
263;OH;Radiology;740.99;27;Food and Beverage;740.99;7;141.3;348;9;35.967077732452005;Yes;20;6.0;21.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;21
264;MO;Internal Medicine;18433.610000000026;1205;Food and Beverage;18377.04000000003;54;982.3499999999999;74;51;19.434788574900463;Yes;757;57.0;1148.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1148
266;WV;Family Medicine;5573.09;382;Food and Beverage;5533.290000000001;32;346.2900000000001;75;29;3.7526475187512074;Yes;207;10.0;372.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;372
267;NJ;Family Medicine;4584.480000000001;310;Food and Beverage;4391.96;51;716.3600000000001;74;27;6.639756227687976;Yes;232;20.0;290.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;290
268;OH;Internal Medicine;87059.48000000005;585;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;58200.0;100;5706.809999999998;47;47;71.03726523887214;Yes;320;61.0;524.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;524
